product_id,product_name,brand,product_color,subcategory_id,subcategory,category_id,category,unit_cost_usd,unit_price_usd
2272,Proseware Chandelier M0815 Black,Proseware,Black,806,Lamps,8,Home Appliances,123.47,268.5
2280,Proseware Chandelier M0815 White,Proseware,White,806,Lamps,8,Home Appliances,123.47,268.5
2288,Proseware Chandelier M0815 Silver,Proseware,Silver,806,Lamps,8,Home Appliances,123.47,268.5
2296,Proseware Chandelier M0815 Grey,Proseware,Grey,806,Lamps,8,Home Appliances,123.47,268.5
2304,Proseware Chandelier M0815 Blue,Proseware,Blue,806,Lamps,8,Home Appliances,123.47,268.5
2312,Litware Chandelier M8015 Black,Litware,Black,806,Lamps,8,Home Appliances,123.47,268.5
2320,Litware Chandelier M8015 White,Litware,White,806,Lamps,8,Home Appliances,123.47,268.5
2328,Litware Chandelier M8015 Silver,Litware,Silver,806,Lamps,8,Home Appliances,123.47,268.5
2336,Litware Chandelier M8015 Grey,Litware,Grey,806,Lamps,8,Home Appliances,123.47,268.5
2344,Litware Chandelier M8015 Blue,Litware,Blue,806,Lamps,8,Home Appliances,123.47,268.5
2190,Adventure Works Floor Lamp X1150 Black,Adventure Works,Black,806,Lamps,8,Home Appliances,210.72,635.99
2198,Adventure Works Floor Lamp X1150 White,Adventure Works,White,806,Lamps,8,Home Appliances,210.72,635.99
2206,Adventure Works Floor Lamp X1150 Silver,Adventure Works,Silver,806,Lamps,8,Home Appliances,210.72,635.99
2214,Adventure Works Floor Lamp X1150 Grey,Adventure Works,Grey,806,Lamps,8,Home Appliances,210.72,635.99
2222,Adventure Works Floor Lamp X1150 Blue,Adventure Works,Blue,806,Lamps,8,Home Appliances,210.72,635.99
2230,WWI Floor Lamp X115 Black,Wide World Importers,Black,806,Lamps,8,Home Appliances,210.72,635.99
2238,WWI Floor Lamp X115 White,Wide World Importers,White,806,Lamps,8,Home Appliances,210.72,635.99
2246,WWI Floor Lamp X115 Silver,Wide World Importers,Silver,806,Lamps,8,Home Appliances,210.72,635.99
2254,WWI Floor Lamp X115 Grey,Wide World Importers,Grey,806,Lamps,8,Home Appliances,210.72,635.99
2262,WWI Floor Lamp X115 Blue,Wide World Importers,Blue,806,Lamps,8,Home Appliances,210.72,635.99
2270,Proseware Floor Lamp X0115 Black,Proseware,Black,806,Lamps,8,Home Appliances,210.72,635.99
2278,Proseware Floor Lamp X0115 White,Proseware,White,806,Lamps,8,Home Appliances,210.72,635.99
2286,Proseware Floor Lamp X0115 Silver,Proseware,Silver,806,Lamps,8,Home Appliances,210.72,635.99
2294,Proseware Floor Lamp X0115 Grey,Proseware,Grey,806,Lamps,8,Home Appliances,210.72,635.99
2302,Proseware Floor Lamp X0115 Blue,Proseware,Blue,806,Lamps,8,Home Appliances,210.72,635.99
2310,Litware Floor Lamp X1015 Black,Litware,Black,806,Lamps,8,Home Appliances,210.72,635.99
2318,Litware Floor Lamp X1015 White,Litware,White,806,Lamps,8,Home Appliances,210.72,635.99
2326,Litware Floor Lamp X1015 Silver,Litware,Silver,806,Lamps,8,Home Appliances,210.72,635.99
2334,Litware Floor Lamp X1015 Grey,Litware,Grey,806,Lamps,8,Home Appliances,210.72,635.99
2342,Litware Floor Lamp X1015 Blue,Litware,Blue,806,Lamps,8,Home Appliances,210.72,635.99
2196,Adventure Works Desk Lamp E1300 Black,Adventure Works,Black,806,Lamps,8,Home Appliances,40.76,79.95
2204,Adventure Works Desk Lamp E1300 White,Adventure Works,White,806,Lamps,8,Home Appliances,40.76,79.95
2212,Adventure Works Desk Lamp E1300 Silver,Adventure Works,Silver,806,Lamps,8,Home Appliances,40.76,79.95
2220,Adventure Works Desk Lamp E1300 Grey,Adventure Works,Grey,806,Lamps,8,Home Appliances,40.76,79.95
2228,Adventure Works Desk Lamp E1300 Blue,Adventure Works,Blue,806,Lamps,8,Home Appliances,40.76,79.95
2236,WWI Desk Lamp E130 Black,Wide World Importers,Black,806,Lamps,8,Home Appliances,40.76,79.95
2244,WWI Desk Lamp E130 White,Wide World Importers,White,806,Lamps,8,Home Appliances,40.76,79.95
2252,WWI Desk Lamp E130 Silver,Wide World Importers,Silver,806,Lamps,8,Home Appliances,40.76,79.95
2260,WWI Desk Lamp E130 Grey,Wide World Importers,Grey,806,Lamps,8,Home Appliances,40.76,79.95
2268,WWI Desk Lamp E130 Blue,Wide World Importers,Blue,806,Lamps,8,Home Appliances,40.76,79.95
2276,Proseware Desk Lamp E0130 Black,Proseware,Black,806,Lamps,8,Home Appliances,40.76,79.95
2284,Proseware Desk Lamp E0130 White,Proseware,White,806,Lamps,8,Home Appliances,40.76,79.95
2292,Proseware Desk Lamp E0130 Silver,Proseware,Silver,806,Lamps,8,Home Appliances,40.76,79.95
2300,Proseware Desk Lamp E0130 Grey,Proseware,Grey,806,Lamps,8,Home Appliances,40.76,79.95
2308,Proseware Desk Lamp E0130 Blue,Proseware,Blue,806,Lamps,8,Home Appliances,40.76,79.95
2316,Litware Desk Lamp E1030 Black,Litware,Black,806,Lamps,8,Home Appliances,40.76,79.95
2324,Litware Desk Lamp E1030 White,Litware,White,806,Lamps,8,Home Appliances,40.76,79.95
2332,Litware Desk Lamp E1030 Silver,Litware,Silver,806,Lamps,8,Home Appliances,40.76,79.95
2340,Litware Desk Lamp E1030 Grey,Litware,Grey,806,Lamps,8,Home Appliances,40.76,79.95
2194,Adventure Works Wall Lamp E2150 Black,Adventure Works,Black,806,Lamps,8,Home Appliances,61.17,119.99
2202,Adventure Works Wall Lamp E2150 White,Adventure Works,White,806,Lamps,8,Home Appliances,61.17,119.99
2210,Adventure Works Wall Lamp E2150 Silver,Adventure Works,Silver,806,Lamps,8,Home Appliances,61.17,119.99
2218,Adventure Works Wall Lamp E2150 Grey,Adventure Works,Grey,806,Lamps,8,Home Appliances,61.17,119.99
2226,Adventure Works Wall Lamp E2150 Blue,Adventure Works,Blue,806,Lamps,8,Home Appliances,61.17,119.99
2234,WWI Wall Lamp E215 Black,Wide World Importers,Black,806,Lamps,8,Home Appliances,61.17,119.99
2242,WWI Wall Lamp E215 White,Wide World Importers,White,806,Lamps,8,Home Appliances,61.17,119.99
2250,WWI Wall Lamp E215 Silver,Wide World Importers,Silver,806,Lamps,8,Home Appliances,61.17,119.99
2258,WWI Wall Lamp E215 Grey,Wide World Importers,Grey,806,Lamps,8,Home Appliances,61.17,119.99
2266,WWI Wall Lamp E215 Blue,Wide World Importers,Blue,806,Lamps,8,Home Appliances,61.17,119.99
2274,Proseware Wall Lamp E0215 Black,Proseware,Black,806,Lamps,8,Home Appliances,61.17,119.99
2282,Proseware Wall Lamp E0215 White,Proseware,White,806,Lamps,8,Home Appliances,61.17,119.99
2290,Proseware Wall Lamp E0215 Silver,Proseware,Silver,806,Lamps,8,Home Appliances,61.17,119.99
2298,Proseware Wall Lamp E0215 Grey,Proseware,Grey,806,Lamps,8,Home Appliances,61.17,119.99
2306,Proseware Wall Lamp E0215 Blue,Proseware,Blue,806,Lamps,8,Home Appliances,61.17,119.99
2314,Litware Wall Lamp E2015 Black,Litware,Black,806,Lamps,8,Home Appliances,61.17,119.99
2322,Litware Wall Lamp E2015 White,Litware,White,806,Lamps,8,Home Appliances,61.17,119.99
2330,Litware Wall Lamp E2015 Silver,Litware,Silver,806,Lamps,8,Home Appliances,61.17,119.99
2338,Litware Wall Lamp E2015 Grey,Litware,Grey,806,Lamps,8,Home Appliances,61.17,119.99
2346,Litware Wall Lamp E2015 Blue,Litware,Blue,806,Lamps,8,Home Appliances,61.17,119.99
2349,Contoso Air conditioner 12000BTU M0640 White,Contoso,White,807,Air Conditioners,8,Home Appliances,211.53,459.99
2350,Contoso Air conditioner 10000BTU M0490 White,Contoso,White,807,Air Conditioners,8,Home Appliances,197.74,429.99
2351,Contoso Air conditioner 8000BTU M0320 White,Contoso,White,807,Air Conditioners,8,Home Appliances,183.94,399.99
2353,Contoso Air conditioner 6000BTU E0180 White,Contoso,White,807,Air Conditioners,8,Home Appliances,101.96,199.99
2356,Contoso Air conditioner 12000BTU M0640 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,211.53,459.99
2357,Contoso Air conditioner 10000BTU M0490 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,197.74,429.99
2358,Contoso Air conditioner 8000BTU M0320 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,183.94,399.99
2360,Contoso Air conditioner 6000BTU E0180 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,101.96,199.99
2363,Contoso Air conditioner 12000BTU M0640 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,211.53,459.99
2364,Contoso Air conditioner 10000BTU M0490 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,197.74,429.99
2365,Contoso Air conditioner 8000BTU M0320 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,183.94,399.99
2367,Contoso Air conditioner 6000BTU E0180 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,101.96,199.99
2370,Contoso Air conditioner 12000BTU M0640 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,211.53,459.99
2371,Contoso Air conditioner 10000BTU M0490 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,197.74,429.99
2372,Contoso Air conditioner 8000BTU M0320 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,183.94,399.99
2374,Contoso Air conditioner 6000BTU E0180 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,101.96,199.99
2377,Contoso Air conditioner 12000BTU M0640 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,211.53,459.99
2378,Contoso Air conditioner 10000BTU M0490 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,197.74,429.99
2379,Contoso Air conditioner 8000BTU M0320 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,183.94,399.99
2381,Contoso Air conditioner 6000BTU E0180 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,101.96,199.99
2384,Proseware Air conditioner 12000BTU M640 White,Proseware,White,807,Air Conditioners,8,Home Appliances,211.53,459.99
2385,Proseware Air conditioner 10000BTU M490 White,Proseware,White,807,Air Conditioners,8,Home Appliances,197.74,429.99
2386,Proseware Air conditioner 8000BTU M320 White,Proseware,White,807,Air Conditioners,8,Home Appliances,183.94,399.99
2388,Proseware Air conditioner 6000BTU E180 White,Proseware,White,807,Air Conditioners,8,Home Appliances,101.96,199.99
2391,Proseware Air conditioner 12000BTU M640 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,211.53,459.99
2392,Proseware Air conditioner 10000BTU M490 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,197.74,429.99
2393,Proseware Air conditioner 8000BTU M320 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,183.94,399.99
2395,Proseware Air conditioner 6000BTU E180 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,101.96,199.99
2398,Proseware Air conditioner 12000BTU M640 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,211.53,459.99
2399,Proseware Air conditioner 10000BTU M490 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,197.74,429.99
2400,Proseware Air conditioner 8000BTU M320 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,183.94,399.99
2402,Proseware Air conditioner 6000BTU E180 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,101.96,199.99
2405,Proseware Air conditioner 12000BTU M640 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,211.53,459.99
2406,Proseware Air conditioner 10000BTU M490 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,197.74,429.99
2407,Proseware Air conditioner 8000BTU M320 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,183.94,399.99
2409,Proseware Air conditioner 6000BTU E180 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,101.96,199.99
2354,Contoso Air conditioner 5200BTU E0100 White,Contoso,White,807,Air Conditioners,8,Home Appliances,56.08,109.99
2361,Contoso Air conditioner 5200BTU E0100 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,56.08,109.99
2368,Contoso Air conditioner 5200BTU E0100 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,56.08,109.99
2375,Contoso Air conditioner 5200BTU E0100 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,56.08,109.99
2382,Contoso Air conditioner 5200BTU E0100 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,56.08,109.99
2389,Proseware Air conditioner 5200BTU E100 White,Proseware,White,807,Air Conditioners,8,Home Appliances,56.08,109.99
2396,Proseware Air conditioner 5200BTU E100 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,56.08,109.99
2403,Proseware Air conditioner 5200BTU E100 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,56.08,109.99
2352,Contoso Air conditioner 7000BTU E0260 White,Contoso,White,807,Air Conditioners,8,Home Appliances,152.94,299.99
2359,Contoso Air conditioner 7000BTU E0260 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,152.94,299.99
2366,Contoso Air conditioner 7000BTU E0260 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,152.94,299.99
2373,Contoso Air conditioner 7000BTU E0260 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,152.94,299.99
2380,Contoso Air conditioner 7000BTU E0260 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,152.94,299.99
2387,Proseware Air conditioner 7000BTU E260 White,Proseware,White,807,Air Conditioners,8,Home Appliances,152.94,299.99
2394,Proseware Air conditioner 7000BTU E260 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,152.94,299.99
2401,Proseware Air conditioner 7000BTU E260 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,152.94,299.99
2408,Proseware Air conditioner 7000BTU E260 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,152.94,299.99
2348,Contoso Air conditioner 25000BTU L1672 White,Contoso,White,807,Air Conditioners,8,Home Appliances,210.72,635.99
2355,Contoso Air conditioner 25000BTU L1672 Red,Contoso,Red,807,Air Conditioners,8,Home Appliances,210.72,635.99
2362,Contoso Air conditioner 25000BTU L1672 Silver,Contoso,Silver,807,Air Conditioners,8,Home Appliances,210.72,635.99
2369,Contoso Air conditioner 25000BTU L1672 Grey,Contoso,Grey,807,Air Conditioners,8,Home Appliances,210.72,635.99
2376,Contoso Air conditioner 25000BTU L1672 Blue,Contoso,Blue,807,Air Conditioners,8,Home Appliances,210.72,635.99
2383,Proseware Air conditioner 25000BTU L167 White,Proseware,White,807,Air Conditioners,8,Home Appliances,210.72,635.99
2390,Proseware Air conditioner 25000BTU L167 Red,Proseware,Red,807,Air Conditioners,8,Home Appliances,210.72,635.99
2397,Proseware Air conditioner 25000BTU L167 Silver,Proseware,Silver,807,Air Conditioners,8,Home Appliances,210.72,635.99
2404,Proseware Air conditioner 25000BTU L167 Grey,Proseware,Grey,807,Air Conditioners,8,Home Appliances,210.72,635.99
2413,Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,Litware,Black,808,Fans,8,Home Appliances,18.78,36.83
2414,Litware 18'' Adjustable Oscillating Pedestal Fan E301 White,Litware,White,808,Fans,8,Home Appliances,18.78,36.83
2415,Litware 18'' Adjustable Oscillating Pedestal Fan E301 Silver,Litware,Silver,808,Fans,8,Home Appliances,18.78,36.83
2416,Litware 3-Speed Oscillating Blower Fan M115 White,Litware,White,808,Fans,8,Home Appliances,34.03,73.99
2417,Litware 3-Speed Oscillating Blower Fan M115 Black,Litware,Black,808,Fans,8,Home Appliances,34.03,73.99
2418,Litware 3-Speed Oscillating Blower Fan M115 Silver,Litware,Silver,808,Fans,8,Home Appliances,34.03,73.99
2419,Litware 20'' Box Fan E401 Blue,Litware,Blue,808,Fans,8,Home Appliances,13.25,25.99
2420,Litware 20'' Box Fan E401 Black,Litware,Black,808,Fans,8,Home Appliances,13.25,25.99
2421,Litware 20'' Box Fan E401 White,Litware,White,808,Fans,8,Home Appliances,13.25,25.99
2422,Litware 20'' Box Fan E401 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,13.25,25.99
2423,Litware Tower Fan E501 Black,Litware,Black,808,Fans,8,Home Appliances,20.39,39.99
2424,Litware Tower Fan E501 White,Litware,White,808,Fans,8,Home Appliances,20.39,39.99
2425,Litware Tower Fan E501 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,20.39,39.99
2426,Litware Tower Fan E501 Silver,Litware,Silver,808,Fans,8,Home Appliances,20.39,39.99
2427,Litware Mobile Fan External USB Cooling Fan E601 Silver,Litware,Silver,808,Fans,8,Home Appliances,16.77,32.89
2428,Litware Mobile Fan External USB Cooling Fan E601 White,Litware,White,808,Fans,8,Home Appliances,16.77,32.89
2429,Litware Mobile Fan External USB Cooling Fan E601 Pink,Litware,Pink,808,Fans,8,Home Appliances,16.77,32.89
2430,Litware Mobile Fan External USB Cooling Fan E601 Black,Litware,Black,808,Fans,8,Home Appliances,16.77,32.89
2431,"Litware 16"" White Oscillating Stand Fan E701 White",Litware,White,808,Fans,8,Home Appliances,14.83,29.09
2432,"Litware 16"" White Oscillating Stand Fan E701 Black",Litware,Black,808,Fans,8,Home Appliances,14.83,29.09
2433,"Litware 16"" White Oscillating Stand Fan E701 Silver",Litware,Silver,808,Fans,8,Home Appliances,14.83,29.09
2434,"Litware 16"" White Oscillating Stand Fan E701 Grey",Litware,Grey,808,Fans,8,Home Appliances,14.83,29.09
2435,"Litware 14"" High Velocity Floor Fan E801 Silver",Litware,Silver,808,Fans,8,Home Appliances,22.94,44.99
2436,"Litware 14"" High Velocity Floor Fan E801 White",Litware,White,808,Fans,8,Home Appliances,22.94,44.99
2437,"Litware 14"" High Velocity Floor Fan E801 Black",Litware,Black,808,Fans,8,Home Appliances,22.94,44.99
2438,"Litware 14"" High Velocity Floor Fan E801 Pink",Litware,Pink,808,Fans,8,Home Appliances,22.94,44.99
2443,Litware 80mm Dual Ball Bearing Case Fan E1001 Black,Litware,Black,808,Fans,8,Home Appliances,2.54,4.99
2444,Litware 80mm Dual Ball Bearing Case Fan E1001 White,Litware,White,808,Fans,8,Home Appliances,2.54,4.99
2445,Litware 80mm Dual Ball Bearing Case Fan E1001 Green,Litware,Green,808,Fans,8,Home Appliances,2.54,4.99
2446,Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,Litware,Pink,808,Fans,8,Home Appliances,2.54,4.99
2447,Litware 92mm DBB Case Fan E1101 Silver,Litware,Silver,808,Fans,8,Home Appliances,7.64,14.99
2448,Litware 92mm DBB Case Fan E1101 Black,Litware,Black,808,Fans,8,Home Appliances,7.64,14.99
2449,Litware 92mm DBB Case Fan E1101 White,Litware,White,808,Fans,8,Home Appliances,7.64,14.99
2450,Litware 92mm DBB Case Fan E1101 Grey,Litware,Grey,808,Fans,8,Home Appliances,7.64,14.99
2455,Litware USB Foam Fan E1301 Pink,Litware,Pink,808,Fans,8,Home Appliances,10.19,19.99
2456,Litware USB Foam Fan E1301 White,Litware,White,808,Fans,8,Home Appliances,10.19,19.99
2457,Litware USB Foam Fan E1301 Black,Litware,Black,808,Fans,8,Home Appliances,10.19,19.99
2458,Litware USB Foam Fan E1301 Red,Litware,Red,808,Fans,8,Home Appliances,10.19,19.99
2459,Litware 180 CFM Vertical Discharge Fan X450 Red,Litware,Red,808,Fans,8,Home Appliances,71.44,215.62
2460,Litware 180 CFM Vertical Discharge Fan X450 Black,Litware,Black,808,Fans,8,Home Appliances,71.44,215.62
2461,Litware 180 CFM Vertical Discharge Fan X450 White,Litware,White,808,Fans,8,Home Appliances,71.44,215.62
2462,Litware 180 CFM Vertical Discharge Fan X450 Blue,Litware,Blue,808,Fans,8,Home Appliances,71.44,215.62
2467,Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,15.8,30.99
2468,Litware 80mm LED Dual PCI Slot Fan E1501 Red,Litware,Red,808,Fans,8,Home Appliances,15.8,30.99
2469,Litware 80mm LED Dual PCI Slot Fan E1501 Blue,Litware,Blue,808,Fans,8,Home Appliances,15.8,30.99
2470,Litware 80mm LED Dual PCI Slot Fan E1501 Pink,Litware,Pink,808,Fans,8,Home Appliances,15.8,30.99
2471,Litware 80mm LED Dual PCI Slot Fan E1501 White,Litware,White,808,Fans,8,Home Appliances,15.8,30.99
2476,Litware 17'' Oscillating Pedestal Fan M125 Pink,Litware,Pink,808,Fans,8,Home Appliances,96.57,210
2477,Litware 17'' Oscillating Pedestal Fan M125 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,96.57,210
2478,Litware 17'' Oscillating Pedestal Fan M125 Blue,Litware,Blue,808,Fans,8,Home Appliances,96.57,210
2479,Litware 17'' Oscillating Pedestal Fan M125 White,Litware,White,808,Fans,8,Home Appliances,96.57,210
2480,Litware 18'' Oscillating Pedestal Fan M135 Pink,Litware,Pink,808,Fans,8,Home Appliances,160.95,350
2481,Litware 18'' Oscillating Pedestal Fan M135 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,160.95,350
2482,Litware 18'' Oscillating Pedestal Fan M135 Blue,Litware,Blue,808,Fans,8,Home Appliances,160.95,350
2483,Litware 18'' Oscillating Pedestal Fan M135 White,Litware,White,808,Fans,8,Home Appliances,160.95,350
2484,Litware 18'' Oscillating Pedestal Fan M145 Pink,Litware,Pink,808,Fans,8,Home Appliances,183.95,400
2485,Litware 18'' Oscillating Pedestal Fan M145 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,183.95,400
2486,Litware 18'' Oscillating Pedestal Fan M145 Blue,Litware,Blue,808,Fans,8,Home Appliances,183.95,400
2487,Litware 18'' Oscillating Pedestal Fan M145 White,Litware,White,808,Fans,8,Home Appliances,183.95,400
2410,Litware 3-Speed Oscillating High-Performance Fan E201 Black,Litware,Black,808,Fans,8,Home Appliances,15.29,29.99
2411,Litware 3-Speed Oscillating High-Performance Fan E201 White,Litware,White,808,Fans,8,Home Appliances,15.29,29.99
2412,Litware 3-Speed Oscillating High-Performance Fan E201 Silver,Litware,Silver,808,Fans,8,Home Appliances,15.29,29.99
2451,Litware Desktop Wind Tower Oscillating Fan E1201 Brown,Litware,Brown,808,Fans,8,Home Appliances,15.29,29.99
2452,Litware Desktop Wind Tower Oscillating Fan E1201 Purple,Litware,Purple,808,Fans,8,Home Appliances,15.29,29.99
2453,Litware Desktop Wind Tower Oscillating Fan E1201 Black,Litware,Black,808,Fans,8,Home Appliances,15.29,29.99
2454,Litware Desktop Wind Tower Oscillating Fan E1201 White,Litware,White,808,Fans,8,Home Appliances,15.29,29.99
2463,Litware USB Durable Desk Soft Fan E1401 White,Litware,White,808,Fans,8,Home Appliances,15.29,30
2464,Litware USB Durable Desk Soft Fan E1401 Black,Litware,Black,808,Fans,8,Home Appliances,15.29,30
2465,Litware USB Durable Desk Soft Fan E1401 Blue,Litware,Blue,808,Fans,8,Home Appliances,15.29,30
2466,Litware USB Durable Desk Soft Fan E1401 Red,Litware,Red,808,Fans,8,Home Appliances,15.29,30
2472,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,Litware,Orange,808,Fans,8,Home Appliances,15.29,29.99
2473,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,Litware,Yellow,808,Fans,8,Home Appliances,15.29,29.99
2474,Litware 20'' Weather-Shield Performance Box Fan E1601 White,Litware,White,808,Fans,8,Home Appliances,15.29,29.99
2475,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,Litware,Black,808,Fans,8,Home Appliances,15.29,29.99
2439,Litware 120mm Blue LED Case Fan E901 Black,Litware,Black,808,Fans,8,Home Appliances,5.09,9.99
2440,Litware 120mm Blue LED Case Fan E901 White,Litware,White,808,Fans,8,Home Appliances,5.09,9.99
2441,Litware 120mm Blue LED Case Fan E901 blue,Litware,Blue,808,Fans,8,Home Appliances,5.09,9.99
2442,Litware 120mm Blue LED Case Fan E901 Grey,Litware,Grey,808,Fans,8,Home Appliances,5.09,9.99
338,Fabrikam Laptop19W M9800 Black,Fabrikam,Black,301,Laptops,3,Computers,397.25,1199
339,Fabrikam Laptop17W M7080 Black,Fabrikam,Black,301,Laptops,3,Computers,404.63,879.9
340,Fabrikam Laptop17 M7000 Black,Fabrikam,Black,301,Laptops,3,Computers,376.63,819
341,Fabrikam Laptop16W M6080 Black,Fabrikam,Black,301,Laptops,3,Computers,444.69,967
343,Fabrikam Laptop19 M9000 Black,Fabrikam,Black,301,Laptops,3,Computers,364.12,1099
344,Fabrikam Laptop12 M2000 White,Fabrikam,White,301,Laptops,3,Computers,186.6,366
346,Fabrikam Laptop15.4 M5400 White,Fabrikam,White,301,Laptops,3,Computers,303.05,659
347,Fabrikam Laptop14.1 M4100 White,Fabrikam,White,301,Laptops,3,Computers,269.48,586
348,Fabrikam Laptop15.4W M5480 White,Fabrikam,White,301,Laptops,3,Computers,348.58,758
349,Fabrikam Laptop10.1 M0100 White,Fabrikam,White,301,Laptops,3,Computers,195.26,383
350,Fabrikam Laptop12W M2080 Silver,Fabrikam,Silver,301,Laptops,3,Computers,203.42,399
351,Fabrikam Laptop8.9W E0880 Silver,Fabrikam,Silver,301,Laptops,3,Computers,171.3,336
352,Fabrikam Laptop8.9 E0800 Silver,Fabrikam,Silver,301,Laptops,3,Computers,163.15,320
353,Fabrikam Laptop10.1 M0101 Silver,Fabrikam,Silver,301,Laptops,3,Computers,196.23,384.9
354,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,301,Laptops,3,Computers,195.24,382.95
355,Fabrikam Laptop8.9 M0801 Silver,Fabrikam,Silver,301,Laptops,3,Computers,185.32,363.5
356,Fabrikam Laptop14.1W M4180 Red,Fabrikam,Red,301,Laptops,3,Computers,210.11,456.9
357,Fabrikam Laptop14.1 E4101 Red,Fabrikam,Red,301,Laptops,3,Computers,168.24,330
358,Fabrikam Laptop8.9 E8002 Red,Fabrikam,Red,301,Laptops,3,Computers,166.2,326
359,Fabrikam Laptop12 M2002 Red,Fabrikam,Red,301,Laptops,3,Computers,187.62,368
360,Fabrikam Laptop13.3 M3000 Red,Fabrikam,Red,301,Laptops,3,Computers,193.74,380
361,Fabrikam Laptop13.3W M3080 Red,Fabrikam,Red,301,Laptops,3,Computers,198.32,389
362,Adventure Works Laptop19 X1900 Black,Adventure Works,Black,301,Laptops,3,Computers,430.38,1299
364,Adventure Works Laptop12 M1200 Black,Adventure Works,Black,301,Laptops,3,Computers,195.24,382.95
366,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Black,301,Laptops,3,Computers,348.58,758
367,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Black,301,Laptops,3,Computers,166.2,326
368,Adventure Works Laptop19W X1980 White,Adventure Works,White,301,Laptops,3,Computers,430.38,1299
370,Adventure Works Laptop12 M1201 White,Adventure Works,White,301,Laptops,3,Computers,195.24,382.95
372,Adventure Works Laptop15.4W M1548 White,Adventure Works,White,301,Laptops,3,Computers,348.58,758
373,Adventure Works Laptop8.9 E0890 White,Adventure Works,White,301,Laptops,3,Computers,166.2,326
374,Adventure Works Laptop19W X1980 Silver,Adventure Works,Silver,301,Laptops,3,Computers,430.38,1299
376,Adventure Works Laptop12 M1201 Silver,Adventure Works,Silver,301,Laptops,3,Computers,195.24,382.95
378,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Silver,301,Laptops,3,Computers,348.58,758
379,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Silver,301,Laptops,3,Computers,166.2,326
380,Adventure Works Laptop19W X1980 Red,Adventure Works,Red,301,Laptops,3,Computers,430.38,1299
382,Adventure Works Laptop12 M1201 Red,Adventure Works,Red,301,Laptops,3,Computers,195.24,382.95
